source_row	mode	old_path	canonical_path	old_display_name	canonical_display_name	design_style	publication_status	reason	review_status
253	PERMANENT_ALIAS	brectite_wall_aged	brectite_aged_wall	Brectite Aged Wall	Brectite Aged Wall	Core / Inlay	Published ≤1.5.2	Aged order	Approved
254	PERMANENT_ALIAS	brectite_window_arch_aged	brectite_aged_window_arch	Brectite Aged Arch Window	Brectite Aged Arch Window	Core / Inlay	Published ≤1.5.2	Aged order	Approved
255	PERMANENT_ALIAS	calacattum_block_aged	calacattum_aged_block	Calacattum Aged Block	Calacattum Aged Block	Core / Inlay	Published ≤1.5.2	Aged order	Approved
256	PERMANENT_ALIAS	calacattum_chimney_circular_aged	calacattum_aged_chimney_circular	Calacattum Aged Circular Chimney	Calacattum Aged Circular Chimney	Core / Inlay	Published ≤1.5.2	Aged order	Approved
257	PERMANENT_ALIAS	calacattum_column_circular_aged	calacattum_aged_column_circular	Calacattum Aged Circular Column	Calacattum Aged Circular Column	Core / Inlay	Published ≤1.5.2	Aged order	Approved
258	PERMANENT_ALIAS	calacattum_column_square_aged	calacattum_aged_column_square	Calacattum Aged Square Column	Calacattum Aged Square Column	Core / Inlay	Published ≤1.5.2	Aged order	Approved
259	PERMANENT_ALIAS	calacattum_layer_aged	calacattum_aged_layer	Calacattum Aged Layer	Calacattum Aged Layer	Core / Inlay	Published ≤1.5.2	Aged order	Approved
260	PERMANENT_ALIAS	calacattum_layer_multiface_aged	calacattum_aged_layer_multiface	Calacattum Aged Multiface Layer	Calacattum Aged Multiface Layer	Core / Inlay	Published ≤1.5.2	Aged order	Approved
261	PERMANENT_ALIAS	calacattum_layer_vertical_aged	calacattum_aged_layer_vertical	Calacattum Aged Vertical Layer	Calacattum Aged Vertical Layer	Core / Inlay	Published ≤1.5.2	Aged order	Approved
262	PERMANENT_ALIAS	calacattum_post_aged	calacattum_aged_post	Calacattum Aged Post	Calacattum Aged Post	Core / Inlay	Published ≤1.5.2	Aged order	Approved
263	PERMANENT_ALIAS	calacattum_slab_aged	calacattum_aged_slab	Calacattum Aged Slab	Calacattum Aged Slab	Core / Inlay	Published ≤1.5.2	Aged order	Approved
264	PERMANENT_ALIAS	calacattum_slope_aged	calacattum_aged_slope	Calacattum Aged Slope	Calacattum Aged Slope	Core / Inlay	Published ≤1.5.2	Aged order	Approved
265	PERMANENT_ALIAS	calacattum_slope_shallow_lower_aged	calacattum_aged_slope_shallow_lower	Calacattum Aged Lower Shallow Slope	Calacattum Aged Lower Shallow Slope	Core / Inlay	Published ≤1.5.2	Aged order	Approved
266	PERMANENT_ALIAS	calacattum_slope_shallow_upper_aged	calacattum_aged_slope_shallow_upper	Calacattum Aged Upper Shallow Slope	Calacattum Aged Upper Shallow Slope	Core / Inlay	Published ≤1.5.2	Aged order	Approved
267	PERMANENT_ALIAS	calacattum_slope_steep_lower_aged	calacattum_aged_slope_steep_lower	Calacattum Aged Lower Steep Slope	Calacattum Aged Lower Steep Slope	Core / Inlay	Published ≤1.5.2	Aged order	Approved
268	PERMANENT_ALIAS	calacattum_slope_steep_upper_aged	calacattum_aged_slope_steep_upper	Calacattum Aged Upper Steep Slope	Calacattum Aged Upper Steep Slope	Core / Inlay	Published ≤1.5.2	Aged order	Approved
269	PERMANENT_ALIAS	calacattum_slope_vertical_aged	calacattum_aged_slope_vertical	Calacattum Aged Vertical Slope	Calacattum Aged Vertical Slope	Core / Inlay	Published ≤1.5.2	Aged order	Approved
270	PERMANENT_ALIAS	calacattum_slope_vertical_shallow_broad_aged	calacattum_aged_slope_vertical_shallow_broad	Calacattum Aged Broad Shallow Vertical Slope	Calacattum Aged Broad Shallow Vertical Slope	Core / Inlay	Published ≤1.5.2	Aged order	Approved
271	PERMANENT_ALIAS	calacattum_slope_vertical_shallow_narrow_aged	calacattum_aged_slope_vertical_shallow_narrow	Calacattum Aged Narrow Shallow Vertical Slope	Calacattum Aged Narrow Shallow Vertical Slope	Core / Inlay	Published ≤1.5.2	Aged order	Approved
272	PERMANENT_ALIAS	calacattum_stairs_aged	calacattum_aged_stairs	Calacattum Aged Stairs	Calacattum Aged Stairs	Core / Inlay	Published ≤1.5.2	Aged order	Approved
273	PERMANENT_ALIAS	calacattum_stairs_shallow_bottom_aged	calacattum_aged_stairs_shallow_bottom	Calacattum Aged Shallow Stairs (Bottom)	Calacattum Aged Shallow Stairs (Bottom)	Core / Inlay	Published ≤1.5.2	Aged order	Approved
274	PERMANENT_ALIAS	calacattum_stairs_shallow_top_aged	calacattum_aged_stairs_shallow_top	Calacattum Aged Shallow Stairs (Top)	Calacattum Aged Shallow Stairs (Top)	Core / Inlay	Published ≤1.5.2	Aged order	Approved
275	PERMANENT_ALIAS	calacattum_stairs_spiral_large_aged	calacattum_aged_stairs_spiral_large	Calacattum Aged Large Spiral Stairs	Calacattum Aged Large Spiral Stairs	Core / Inlay	Published ≤1.5.2	Aged order	Approved
276	PERMANENT_ALIAS	calacattum_wall_aged	calacattum_aged_wall	Calacattum Aged Wall	Calacattum Aged Wall	Core / Inlay	Published ≤1.5.2	Aged order	Approved
277	PERMANENT_ALIAS	calacattum_window_arch_aged	calacattum_aged_window_arch	Calacattum Aged Arch Window	Calacattum Aged Arch Window	Core / Inlay	Published ≤1.5.2	Aged order	Approved
278	PERMANENT_ALIAS	chalstrom_block_aged	chalstrom_aged_block	Chalstrom Aged Block	Chalstrom Aged Block	Core / Inlay	Published ≤1.5.2	Aged order	Approved
279	PERMANENT_ALIAS	chalstrom_chimney_circular_aged	chalstrom_aged_chimney_circular	Chalstrom Aged Circular Chimney	Chalstrom Aged Circular Chimney	Core / Inlay	Published ≤1.5.2	Aged order	Approved
280	PERMANENT_ALIAS	chalstrom_column_circular_aged	chalstrom_aged_column_circular	Chalstrom Aged Circular Column	Chalstrom Aged Circular Column	Core / Inlay	Published ≤1.5.2	Aged order	Approved
281	PERMANENT_ALIAS	chalstrom_column_square_aged	chalstrom_aged_column_square	Chalstrom Aged Square Column	Chalstrom Aged Square Column	Core / Inlay	Published ≤1.5.2	Aged order	Approved
282	PERMANENT_ALIAS	chalstrom_layer_aged	chalstrom_aged_layer	Chalstrom Aged Layer	Chalstrom Aged Layer	Core / Inlay	Published ≤1.5.2	Aged order	Approved
283	PERMANENT_ALIAS	chalstrom_layer_multiface_aged	chalstrom_aged_layer_multiface	Chalstrom Aged Multiface Layer	Chalstrom Aged Multiface Layer	Core / Inlay	Published ≤1.5.2	Aged order	Approved
284	PERMANENT_ALIAS	chalstrom_layer_vertical_aged	chalstrom_aged_layer_vertical	Chalstrom Aged Vertical Layer	Chalstrom Aged Vertical Layer	Core / Inlay	Published ≤1.5.2	Aged order	Approved
285	PERMANENT_ALIAS	chalstrom_post_aged	chalstrom_aged_post	Chalstrom Aged Post	Chalstrom Aged Post	Core / Inlay	Published ≤1.5.2	Aged order	Approved
286	PERMANENT_ALIAS	chalstrom_slab_aged	chalstrom_aged_slab	Chalstrom Aged Slab	Chalstrom Aged Slab	Core / Inlay	Published ≤1.5.2	Aged order	Approved
287	PERMANENT_ALIAS	chalstrom_slope_aged	chalstrom_aged_slope	Chalstrom Aged Slope	Chalstrom Aged Slope	Core / Inlay	Published ≤1.5.2	Aged order	Approved
288	PERMANENT_ALIAS	chalstrom_slope_shallow_lower_aged	chalstrom_aged_slope_shallow_lower	Chalstrom Aged Lower Shallow Slope	Chalstrom Aged Lower Shallow Slope	Core / Inlay	Published ≤1.5.2	Aged order	Approved
289	PERMANENT_ALIAS	chalstrom_slope_shallow_upper_aged	chalstrom_aged_slope_shallow_upper	Chalstrom Aged Upper Shallow Slope	Chalstrom Aged Upper Shallow Slope	Core / Inlay	Published ≤1.5.2	Aged order	Approved
290	PERMANENT_ALIAS	chalstrom_slope_steep_lower_aged	chalstrom_aged_slope_steep_lower	Chalstrom Aged Lower Steep Slope	Chalstrom Aged Lower Steep Slope	Core / Inlay	Published ≤1.5.2	Aged order	Approved
291	PERMANENT_ALIAS	chalstrom_slope_steep_upper_aged	chalstrom_aged_slope_steep_upper	Chalstrom Aged Upper Steep Slope	Chalstrom Aged Upper Steep Slope	Core / Inlay	Published ≤1.5.2	Aged order	Approved
292	PERMANENT_ALIAS	chalstrom_slope_vertical_aged	chalstrom_aged_slope_vertical	Chalstrom Aged Vertical Slope	Chalstrom Aged Vertical Slope	Core / Inlay	Published ≤1.5.2	Aged order	Approved
293	PERMANENT_ALIAS	chalstrom_slope_vertical_shallow_broad_aged	chalstrom_aged_slope_vertical_shallow_broad	Chalstrom Aged Broad Shallow Vertical Slope	Chalstrom Aged Broad Shallow Vertical Slope	Core / Inlay	Published ≤1.5.2	Aged order	Approved
294	PERMANENT_ALIAS	chalstrom_slope_vertical_shallow_narrow_aged	chalstrom_aged_slope_vertical_shallow_narrow	Chalstrom Aged Narrow Shallow Vertical Slope	Chalstrom Aged Narrow Shallow Vertical Slope	Core / Inlay	Published ≤1.5.2	Aged order	Approved
295	PERMANENT_ALIAS	chalstrom_stairs_aged	chalstrom_aged_stairs	Chalstrom Aged Stairs	Chalstrom Aged Stairs	Core / Inlay	Published ≤1.5.2	Aged order	Approved
296	PERMANENT_ALIAS	chalstrom_stairs_shallow_bottom_aged	chalstrom_aged_stairs_shallow_bottom	Chalstrom Aged Shallow Stairs (Bottom)	Chalstrom Aged Shallow Stairs (Bottom)	Core / Inlay	Published ≤1.5.2	Aged order	Approved
297	PERMANENT_ALIAS	chalstrom_stairs_shallow_top_aged	chalstrom_aged_stairs_shallow_top	Chalstrom Aged Shallow Stairs (Top)	Chalstrom Aged Shallow Stairs (Top)	Core / Inlay	Published ≤1.5.2	Aged order	Approved
298	PERMANENT_ALIAS	chalstrom_stairs_spiral_large_aged	chalstrom_aged_stairs_spiral_large	Chalstrom Aged Large Spiral Stairs	Chalstrom Aged Large Spiral Stairs	Core / Inlay	Published ≤1.5.2	Aged order	Approved
299	PERMANENT_ALIAS	chalstrom_wall_aged	chalstrom_aged_wall	Chalstrom Aged Wall	Chalstrom Aged Wall	Core / Inlay	Published ≤1.5.2	Aged order	Approved
300	PERMANENT_ALIAS	chalstrom_window_arch_aged	chalstrom_aged_window_arch	Chalstrom Aged Arch Window	Chalstrom Aged Arch Window	Core / Inlay	Published ≤1.5.2	Aged order	Approved
301	PERMANENT_ALIAS	chrysonyx_block_aged	chrysonyx_aged_block	Chrysonyx Aged Block	Chrysonyx Aged Block	Core / Inlay	Published ≤1.5.2	Aged order	Approved
302	PERMANENT_ALIAS	chrysonyx_chimney_circular_aged	chrysonyx_aged_chimney_circular	Chrysonyx Aged Circular Chimney	Chrysonyx Aged Circular Chimney	Core / Inlay	Published ≤1.5.2	Aged order	Approved
303	PERMANENT_ALIAS	chrysonyx_column_circular_aged	chrysonyx_aged_column_circular	Chrysonyx Aged Circular Column	Chrysonyx Aged Circular Column	Core / Inlay	Published ≤1.5.2	Aged order	Approved
304	PERMANENT_ALIAS	chrysonyx_column_square_aged	chrysonyx_aged_column_square	Chrysonyx Aged Square Column	Chrysonyx Aged Square Column	Core / Inlay	Published ≤1.5.2	Aged order	Approved
305	PERMANENT_ALIAS	chrysonyx_layer_aged	chrysonyx_aged_layer	Chrysonyx Aged Layer	Chrysonyx Aged Layer	Core / Inlay	Published ≤1.5.2	Aged order	Approved
306	PERMANENT_ALIAS	chrysonyx_layer_multiface_aged	chrysonyx_aged_layer_multiface	Chrysonyx Aged Multiface Layer	Chrysonyx Aged Multiface Layer	Core / Inlay	Published ≤1.5.2	Aged order	Approved
307	PERMANENT_ALIAS	chrysonyx_layer_vertical_aged	chrysonyx_aged_layer_vertical	Chrysonyx Aged Vertical Layer	Chrysonyx Aged Vertical Layer	Core / Inlay	Published ≤1.5.2	Aged order	Approved
308	PERMANENT_ALIAS	chrysonyx_post_aged	chrysonyx_aged_post	Chrysonyx Aged Post	Chrysonyx Aged Post	Core / Inlay	Published ≤1.5.2	Aged order	Approved
309	PERMANENT_ALIAS	chrysonyx_slab_aged	chrysonyx_aged_slab	Chrysonyx Aged Slab	Chrysonyx Aged Slab	Core / Inlay	Published ≤1.5.2	Aged order	Approved
310	PERMANENT_ALIAS	chrysonyx_slope_aged	chrysonyx_aged_slope	Chrysonyx Aged Slope	Chrysonyx Aged Slope	Core / Inlay	Published ≤1.5.2	Aged order	Approved
311	PERMANENT_ALIAS	chrysonyx_slope_shallow_lower_aged	chrysonyx_aged_slope_shallow_lower	Chrysonyx Aged Lower Shallow Slope	Chrysonyx Aged Lower Shallow Slope	Core / Inlay	Published ≤1.5.2	Aged order	Approved
312	PERMANENT_ALIAS	chrysonyx_slope_shallow_upper_aged	chrysonyx_aged_slope_shallow_upper	Chrysonyx Aged Upper Shallow Slope	Chrysonyx Aged Upper Shallow Slope	Core / Inlay	Published ≤1.5.2	Aged order	Approved
313	PERMANENT_ALIAS	chrysonyx_slope_steep_lower_aged	chrysonyx_aged_slope_steep_lower	Chrysonyx Aged Lower Steep Slope	Chrysonyx Aged Lower Steep Slope	Core / Inlay	Published ≤1.5.2	Aged order	Approved
314	PERMANENT_ALIAS	chrysonyx_slope_steep_upper_aged	chrysonyx_aged_slope_steep_upper	Chrysonyx Aged Upper Steep Slope	Chrysonyx Aged Upper Steep Slope	Core / Inlay	Published ≤1.5.2	Aged order	Approved
315	PERMANENT_ALIAS	chrysonyx_slope_vertical_aged	chrysonyx_aged_slope_vertical	Chrysonyx Aged Vertical Slope	Chrysonyx Aged Vertical Slope	Core / Inlay	Published ≤1.5.2	Aged order	Approved
316	PERMANENT_ALIAS	chrysonyx_slope_vertical_shallow_broad_aged	chrysonyx_aged_slope_vertical_shallow_broad	Chrysonyx Aged Broad Shallow Vertical Slope	Chrysonyx Aged Broad Shallow Vertical Slope	Core / Inlay	Published ≤1.5.2	Aged order	Approved
317	PERMANENT_ALIAS	chrysonyx_slope_vertical_shallow_narrow_aged	chrysonyx_aged_slope_vertical_shallow_narrow	Chrysonyx Aged Narrow Shallow Vertical Slope	Chrysonyx Aged Narrow Shallow Vertical Slope	Core / Inlay	Published ≤1.5.2	Aged order	Approved
318	PERMANENT_ALIAS	chrysonyx_stairs_aged	chrysonyx_aged_stairs	Chrysonyx Aged Stairs	Chrysonyx Aged Stairs	Core / Inlay	Published ≤1.5.2	Aged order	Approved
319	PERMANENT_ALIAS	chrysonyx_stairs_shallow_bottom_aged	chrysonyx_aged_stairs_shallow_bottom	Chrysonyx Aged Shallow Stairs (Bottom)	Chrysonyx Aged Shallow Stairs (Bottom)	Core / Inlay	Published ≤1.5.2	Aged order	Approved
320	PERMANENT_ALIAS	chrysonyx_stairs_shallow_top_aged	chrysonyx_aged_stairs_shallow_top	Chrysonyx Aged Shallow Stairs (Top)	Chrysonyx Aged Shallow Stairs (Top)	Core / Inlay	Published ≤1.5.2	Aged order	Approved
321	PERMANENT_ALIAS	chrysonyx_stairs_spiral_large_aged	chrysonyx_aged_stairs_spiral_large	Chrysonyx Aged Large Spiral Stairs	Chrysonyx Aged Large Spiral Stairs	Core / Inlay	Published ≤1.5.2	Aged order	Approved
322	PERMANENT_ALIAS	chrysonyx_wall_aged	chrysonyx_aged_wall	Chrysonyx Aged Wall	Chrysonyx Aged Wall	Core / Inlay	Published ≤1.5.2	Aged order	Approved
323	PERMANENT_ALIAS	chrysonyx_window_arch_aged	chrysonyx_aged_window_arch	Chrysonyx Aged Arch Window	Chrysonyx Aged Arch Window	Core / Inlay	Published ≤1.5.2	Aged order	Approved
324	PERMANENT_ALIAS	etruscus_block_aged	etruscus_aged_block	Etruscus Aged Block	Etruscus Aged Block	Core / Inlay	Published ≤1.5.2	Aged order	Approved
325	PERMANENT_ALIAS	etruscus_chimney_circular_aged	etruscus_aged_chimney_circular	Etruscus Aged Circular Chimney	Etruscus Aged Circular Chimney	Core / Inlay	Published ≤1.5.2	Aged order	Approved
326	PERMANENT_ALIAS	etruscus_column_circular_aged	etruscus_aged_column_circular	Etruscus Aged Circular Column	Etruscus Aged Circular Column	Core / Inlay	Published ≤1.5.2	Aged order	Approved
327	PERMANENT_ALIAS	etruscus_column_square_aged	etruscus_aged_column_square	Etruscus Aged Square Column	Etruscus Aged Square Column	Core / Inlay	Published ≤1.5.2	Aged order	Approved
328	PERMANENT_ALIAS	etruscus_layer_aged	etruscus_aged_layer	Etruscus Aged Layer	Etruscus Aged Layer	Core / Inlay	Published ≤1.5.2	Aged order	Approved
329	PERMANENT_ALIAS	etruscus_layer_multiface_aged	etruscus_aged_layer_multiface	Etruscus Aged Multiface Layer	Etruscus Aged Multiface Layer	Core / Inlay	Published ≤1.5.2	Aged order	Approved
330	PERMANENT_ALIAS	etruscus_layer_vertical_aged	etruscus_aged_layer_vertical	Etruscus Aged Vertical Layer	Etruscus Aged Vertical Layer	Core / Inlay	Published ≤1.5.2	Aged order	Approved
331	PERMANENT_ALIAS	etruscus_post_aged	etruscus_aged_post	Etruscus Aged Post	Etruscus Aged Post	Core / Inlay	Published ≤1.5.2	Aged order	Approved
332	PERMANENT_ALIAS	etruscus_slab_aged	etruscus_aged_slab	Etruscus Aged Slab	Etruscus Aged Slab	Core / Inlay	Published ≤1.5.2	Aged order	Approved
333	PERMANENT_ALIAS	etruscus_slope_aged	etruscus_aged_slope	Etruscus Aged Slope	Etruscus Aged Slope	Core / Inlay	Published ≤1.5.2	Aged order	Approved
334	PERMANENT_ALIAS	etruscus_slope_shallow_lower_aged	etruscus_aged_slope_shallow_lower	Etruscus Aged Lower Shallow Slope	Etruscus Aged Lower Shallow Slope	Core / Inlay	Published ≤1.5.2	Aged order	Approved
335	PERMANENT_ALIAS	etruscus_slope_shallow_upper_aged	etruscus_aged_slope_shallow_upper	Etruscus Aged Upper Shallow Slope	Etruscus Aged Upper Shallow Slope	Core / Inlay	Published ≤1.5.2	Aged order	Approved
336	PERMANENT_ALIAS	etruscus_slope_steep_lower_aged	etruscus_aged_slope_steep_lower	Etruscus Aged Lower Steep Slope	Etruscus Aged Lower Steep Slope	Core / Inlay	Published ≤1.5.2	Aged order	Approved
337	PERMANENT_ALIAS	etruscus_slope_steep_upper_aged	etruscus_aged_slope_steep_upper	Etruscus Aged Upper Steep Slope	Etruscus Aged Upper Steep Slope	Core / Inlay	Published ≤1.5.2	Aged order	Approved
338	PERMANENT_ALIAS	etruscus_slope_vertical_aged	etruscus_aged_slope_vertical	Etruscus Aged Vertical Slope	Etruscus Aged Vertical Slope	Core / Inlay	Published ≤1.5.2	Aged order	Approved
339	PERMANENT_ALIAS	etruscus_slope_vertical_shallow_broad_aged	etruscus_aged_slope_vertical_shallow_broad	Etruscus Aged Broad Shallow Vertical Slope	Etruscus Aged Broad Shallow Vertical Slope	Core / Inlay	Published ≤1.5.2	Aged order	Approved
340	PERMANENT_ALIAS	etruscus_slope_vertical_shallow_narrow_aged	etruscus_aged_slope_vertical_shallow_narrow	Etruscus Aged Narrow Shallow Vertical Slope	Etruscus Aged Narrow Shallow Vertical Slope	Core / Inlay	Published ≤1.5.2	Aged order	Approved
341	PERMANENT_ALIAS	etruscus_stairs_aged	etruscus_aged_stairs	Etruscus Aged Stairs	Etruscus Aged Stairs	Core / Inlay	Published ≤1.5.2	Aged order	Approved
342	PERMANENT_ALIAS	etruscus_stairs_shallow_bottom_aged	etruscus_aged_stairs_shallow_bottom	Etruscus Aged Shallow Stairs (Bottom)	Etruscus Aged Shallow Stairs (Bottom)	Core / Inlay	Published ≤1.5.2	Aged order	Approved
343	PERMANENT_ALIAS	etruscus_stairs_shallow_top_aged	etruscus_aged_stairs_shallow_top	Etruscus Aged Shallow Stairs (Top)	Etruscus Aged Shallow Stairs (Top)	Core / Inlay	Published ≤1.5.2	Aged order	Approved
344	PERMANENT_ALIAS	etruscus_stairs_spiral_large_aged	etruscus_aged_stairs_spiral_large	Etruscus Aged Large Spiral Stairs	Etruscus Aged Large Spiral Stairs	Core / Inlay	Published ≤1.5.2	Aged order	Approved
345	PERMANENT_ALIAS	etruscus_wall_aged	etruscus_aged_wall	Etruscus Aged Wall	Etruscus Aged Wall	Core / Inlay	Published ≤1.5.2	Aged order	Approved
346	PERMANENT_ALIAS	etruscus_window_arch_aged	etruscus_aged_window_arch	Etruscus Aged Arch Window	Etruscus Aged Arch Window	Core / Inlay	Published ≤1.5.2	Aged order	Approved
347	PERMANENT_ALIAS	gelastrum_block_aged	gelastrum_aged_block	Gelastrum Aged Block	Gelastrum Aged Block	Core / Inlay	Published ≤1.5.2	Aged order	Approved
348	PERMANENT_ALIAS	gelastrum_chimney_circular_aged	gelastrum_aged_chimney_circular	Gelastrum Aged Circular Chimney	Gelastrum Aged Circular Chimney	Core / Inlay	Published ≤1.5.2	Aged order	Approved
349	PERMANENT_ALIAS	gelastrum_column_circular_aged	gelastrum_aged_column_circular	Gelastrum Aged Circular Column	Gelastrum Aged Circular Column	Core / Inlay	Published ≤1.5.2	Aged order	Approved
350	PERMANENT_ALIAS	gelastrum_column_square_aged	gelastrum_aged_column_square	Gelastrum Aged Square Column	Gelastrum Aged Square Column	Core / Inlay	Published ≤1.5.2	Aged order	Approved
351	PERMANENT_ALIAS	gelastrum_layer_aged	gelastrum_aged_layer	Gelastrum Aged Layer	Gelastrum Aged Layer	Core / Inlay	Published ≤1.5.2	Aged order	Approved
352	PERMANENT_ALIAS	gelastrum_layer_multiface_aged	gelastrum_aged_layer_multiface	Gelastrum Aged Multiface Layer	Gelastrum Aged Multiface Layer	Core / Inlay	Published ≤1.5.2	Aged order	Approved
353	PERMANENT_ALIAS	gelastrum_layer_vertical_aged	gelastrum_aged_layer_vertical	Gelastrum Aged Vertical Layer	Gelastrum Aged Vertical Layer	Core / Inlay	Published ≤1.5.2	Aged order	Approved
354	PERMANENT_ALIAS	gelastrum_post_aged	gelastrum_aged_post	Gelastrum Aged Post	Gelastrum Aged Post	Core / Inlay	Published ≤1.5.2	Aged order	Approved
355	PERMANENT_ALIAS	gelastrum_slab_aged	gelastrum_aged_slab	Gelastrum Aged Slab	Gelastrum Aged Slab	Core / Inlay	Published ≤1.5.2	Aged order	Approved
356	PERMANENT_ALIAS	gelastrum_slope_aged	gelastrum_aged_slope	Gelastrum Aged Slope	Gelastrum Aged Slope	Core / Inlay	Published ≤1.5.2	Aged order	Approved
357	PERMANENT_ALIAS	gelastrum_slope_shallow_lower_aged	gelastrum_aged_slope_shallow_lower	Gelastrum Aged Lower Shallow Slope	Gelastrum Aged Lower Shallow Slope	Core / Inlay	Published ≤1.5.2	Aged order	Approved
358	PERMANENT_ALIAS	gelastrum_slope_shallow_upper_aged	gelastrum_aged_slope_shallow_upper	Gelastrum Aged Upper Shallow Slope	Gelastrum Aged Upper Shallow Slope	Core / Inlay	Published ≤1.5.2	Aged order	Approved
359	PERMANENT_ALIAS	gelastrum_slope_steep_lower_aged	gelastrum_aged_slope_steep_lower	Gelastrum Aged Lower Steep Slope	Gelastrum Aged Lower Steep Slope	Core / Inlay	Published ≤1.5.2	Aged order	Approved
360	PERMANENT_ALIAS	gelastrum_slope_steep_upper_aged	gelastrum_aged_slope_steep_upper	Gelastrum Aged Upper Steep Slope	Gelastrum Aged Upper Steep Slope	Core / Inlay	Published ≤1.5.2	Aged order	Approved
361	PERMANENT_ALIAS	gelastrum_slope_vertical_aged	gelastrum_aged_slope_vertical	Gelastrum Aged Vertical Slope	Gelastrum Aged Vertical Slope	Core / Inlay	Published ≤1.5.2	Aged order	Approved
362	PERMANENT_ALIAS	gelastrum_slope_vertical_shallow_broad_aged	gelastrum_aged_slope_vertical_shallow_broad	Gelastrum Aged Broad Shallow Vertical Slope	Gelastrum Aged Broad Shallow Vertical Slope	Core / Inlay	Published ≤1.5.2	Aged order	Approved
363	PERMANENT_ALIAS	gelastrum_slope_vertical_shallow_narrow_aged	gelastrum_aged_slope_vertical_shallow_narrow	Gelastrum Aged Narrow Shallow Vertical Slope	Gelastrum Aged Narrow Shallow Vertical Slope	Core / Inlay	Published ≤1.5.2	Aged order	Approved
364	PERMANENT_ALIAS	gelastrum_stairs_aged	gelastrum_aged_stairs	Gelastrum Aged Stairs	Gelastrum Aged Stairs	Core / Inlay	Published ≤1.5.2	Aged order	Approved
365	PERMANENT_ALIAS	gelastrum_stairs_shallow_bottom_aged	gelastrum_aged_stairs_shallow_bottom	Gelastrum Aged Shallow Stairs (Bottom)	Gelastrum Aged Shallow Stairs (Bottom)	Core / Inlay	Published ≤1.5.2	Aged order	Approved
366	PERMANENT_ALIAS	gelastrum_stairs_shallow_top_aged	gelastrum_aged_stairs_shallow_top	Gelastrum Aged Shallow Stairs (Top)	Gelastrum Aged Shallow Stairs (Top)	Core / Inlay	Published ≤1.5.2	Aged order	Approved
367	PERMANENT_ALIAS	gelastrum_stairs_spiral_large_aged	gelastrum_aged_stairs_spiral_large	Gelastrum Aged Large Spiral Stairs	Gelastrum Aged Large Spiral Stairs	Core / Inlay	Published ≤1.5.2	Aged order	Approved
368	PERMANENT_ALIAS	gelastrum_wall_aged	gelastrum_aged_wall	Gelastrum Aged Wall	Gelastrum Aged Wall	Core / Inlay	Published ≤1.5.2	Aged order	Approved
369	PERMANENT_ALIAS	gelastrum_window_arch_aged	gelastrum_aged_window_arch	Gelastrum Aged Arch Window	Gelastrum Aged Arch Window	Core / Inlay	Published ≤1.5.2	Aged order	Approved
370	PERMANENT_ALIAS	glacium_block_aged	glacium_aged_block	Glacium Aged Block	Glacium Aged Block	Core / Inlay	Published ≤1.5.2	Aged order	Approved
371	PERMANENT_ALIAS	glacium_chimney_circular_aged	glacium_aged_chimney_circular	Glacium Aged Circular Chimney	Glacium Aged Circular Chimney	Core / Inlay	Published ≤1.5.2	Aged order	Approved
372	PERMANENT_ALIAS	glacium_column_circular_aged	glacium_aged_column_circular	Glacium Aged Circular Column	Glacium Aged Circular Column	Core / Inlay	Published ≤1.5.2	Aged order	Approved
373	PERMANENT_ALIAS	glacium_column_square_aged	glacium_aged_column_square	Glacium Aged Square Column	Glacium Aged Square Column	Core / Inlay	Published ≤1.5.2	Aged order	Approved
374	PERMANENT_ALIAS	glacium_layer_aged	glacium_aged_layer	Glacium Aged Layer	Glacium Aged Layer	Core / Inlay	Published ≤1.5.2	Aged order	Approved
375	PERMANENT_ALIAS	glacium_layer_multiface_aged	glacium_aged_layer_multiface	Glacium Aged Multiface Layer	Glacium Aged Multiface Layer	Core / Inlay	Published ≤1.5.2	Aged order	Approved
376	PERMANENT_ALIAS	glacium_layer_vertical_aged	glacium_aged_layer_vertical	Glacium Aged Vertical Layer	Glacium Aged Vertical Layer	Core / Inlay	Published ≤1.5.2	Aged order	Approved
377	PERMANENT_ALIAS	glacium_post_aged	glacium_aged_post	Glacium Aged Post	Glacium Aged Post	Core / Inlay	Published ≤1.5.2	Aged order	Approved
378	PERMANENT_ALIAS	glacium_slab_aged	glacium_aged_slab	Glacium Aged Slab	Glacium Aged Slab	Core / Inlay	Published ≤1.5.2	Aged order	Approved
379	PERMANENT_ALIAS	glacium_slope_aged	glacium_aged_slope	Glacium Aged Slope	Glacium Aged Slope	Core / Inlay	Published ≤1.5.2	Aged order	Approved
380	PERMANENT_ALIAS	glacium_slope_shallow_lower_aged	glacium_aged_slope_shallow_lower	Glacium Aged Lower Shallow Slope	Glacium Aged Lower Shallow Slope	Core / Inlay	Published ≤1.5.2	Aged order	Approved
381	PERMANENT_ALIAS	glacium_slope_shallow_upper_aged	glacium_aged_slope_shallow_upper	Glacium Aged Upper Shallow Slope	Glacium Aged Upper Shallow Slope	Core / Inlay	Published ≤1.5.2	Aged order	Approved
382	PERMANENT_ALIAS	glacium_slope_steep_lower_aged	glacium_aged_slope_steep_lower	Glacium Aged Lower Steep Slope	Glacium Aged Lower Steep Slope	Core / Inlay	Published ≤1.5.2	Aged order	Approved
